id,Song_Name,Artist_Name,Album_Name,Genre,Price,CopyRight,Time,Released
122,"Drop the Game ( R&B Mixtape Edit ) R&B / Soul , Music Album Only 2014 Ministry of Sound Recordings Ltd 23-Mar-14",Flume & Chet Faker,R&B Mixtape - Ministry of Sound,None,None,None,3:42,None
123,Kick Out the Epic M ********** r ( Dada Life 2015 Epic Remix ) Dada Life 2015 So Bleeped AB 2:48,None,Dada Life Presents : Welcome to Dada Land,"Electronic , Music",$ 1.29,None,None,3-Mar-15
124,"Gal a Bubble Konshens Strictly the Best , Vol . 51 Reggae , Music $ 1.29 2014 VP Music Group , Inc 3:31",None,None,None,None,None,None,25-Nov-14
125,Everything You Never Had ( We Had It All ) [ ESRR Edit ] [ feat . Andreya Triana ] 2014 Ministry of Sound Recordings Ltd,Breach,"Eat , Sleep , Rave , Repeat - Ministry of Sound","Dance , Music",Album Only,None,2:43,10-Feb-14
126,Smoke the Herb Bounty Killer $ 0.99 23-Jul-13,None,Reggae Gold 2013,"Reggae , Music",None,"2013 VP Music Group , Inc",3:06,None
127,"Wrapped Up ( Live ) Olly Murs Radio Disney Music Awards Pop , Music Album Only 3:01",None,None,None,None,2015 Walt Disney Records,None,21-Apr-15
128,#Selfie,The Chainsmokers,The Duff ( Original Motion Picture Soundtrack ),"Soundtrack , Music",Album Only,"2015 2015 Island Records , a division of UMG Recordings , Inc. 1755 Broadway , New York , New York 10019 . Motion Picture Photos .",3:04,17-Feb-15
129,Stronger ( Back On the Ground ) Who I Am $ 0.99 2010 Jonas Enterprises 4:54,Nick Jonas & The Administration,None,"Rock , Music , Pop , Teen Pop , Pop/Rock",None,None,None,2-Feb-10
130,Stronger ( Back On the Ground ) Nick Jonas & The Administration 2010 Jonas Enterprises,None,Who I Am,"Rock , Music , Pop , Teen Pop , Pop/Rock",$ 0.99,None,4:54,2-Feb-10
131,Stronger ( Back On the Ground ) Nick Jonas & The Administration Who I Am 2010 Jonas Enterprises 2-Feb-10,None,None,"Rock , Music , Pop , Teen Pop , Pop/Rock",$ 0.99,None,4:54,None
132,"Stronger ( Back On the Ground ) Nick Jonas & The Administration Who I Am Rock , Music , Pop , Teen Pop , Pop/Rock $ 0.99 2010 Jonas Enterprises",None,None,None,None,None,4:54,2-Feb-10
133,"Bricks ( feat . Migos ) Dance , Music , Electronic 2015 Ultra Records , LLC 4:23",Carnage,Ultra Dance 16,None,$ 1.29,None,None,24-Feb-15
134,"I See Fire x ( Deluxe Edition ) Singer/Songwriter , Music 2014 Asylum Records UK , a Warner Music UK Company , except track 16 2013 Warner Bros. . Entertainment Inc. and Metro-Goldwyn-Mayer Pictures Inc.",Ed Sheeran,None,None,Album Only,None,4:59,20-Jun-14
135,Safe and Sound ( NOW What 's Next Bonus Track ) Album Only 3:12,Capital Cities,Now 45,"Pop , Music",None,"Compilation 2013 NOW Joint Venture . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Catalog , 1750 North Vine Street , Hollywood , CA 90028 .",None,5-Feb-13
136,The A Team ( Live ) Ed Sheeran $ 1.99,None,iTunes Festival : London 2012 - EP,"Singer/Songwriter , Music",None,2012 Warner Music UK LImited,5:01,3-Sep-12
137,"Credit Meghan Trainor Pop , Music , Rock , Pop/Rock , Dance , Teen Pop $ 1.29 9-Jan-15",None,Title ( Deluxe ),None,None,"2014 , 2015 Epic Records , a division of Sony Music Entertainment",2:51,None
138,Lips Are Movin Meghan Trainor 9-Jan-15,None,Title,"Pop , Music , Pop/Rock , Dance , Rock , Teen Pop",$ 1.29,"2014 , 2015 Epic Records , a division of Sony Music Entertainment",3:01,None
139,"Credit Pop , Music , Rock , Pop/Rock , Dance , Teen Pop $ 1.29 2014 , 2015 Epic Records , a division of Sony Music Entertainment 9-Jan-15",Meghan Trainor,Title ( Deluxe ),None,None,None,2:51,None
140,"Credit Pop , Music , Rock , Pop/Rock , Dance , Teen Pop 2014 , 2015 Epic Records , a division of Sony Music Entertainment",Meghan Trainor,Title ( Deluxe ),None,$ 1.29,None,2:51,9-Jan-15
141,"Lips Are Movin Title Pop , Music , Pop/Rock , Dance , Rock , Teen Pop 2014 , 2015 Epic Records , a division of Sony Music Entertainment 9-Jan-15",Meghan Trainor,None,None,$ 1.29,None,3:01,None
142,"Credit Meghan Trainor Pop , Music , Rock , Pop/Rock , Dance , Teen Pop 2014 , 2015 Epic Records , a division of Sony Music Entertainment 9-Jan-15",None,Title ( Deluxe ),None,$ 1.29,None,2:51,None
143,Credit Title ( Deluxe ) $ 1.29,Meghan Trainor,None,"Pop , Music , Rock , Pop/Rock , Dance , Teen Pop",None,"2014 , 2015 Epic Records , a division of Sony Music Entertainment",2:51,9-Jan-15
144,"Lips Are Movin Meghan Trainor Title 2014 , 2015 Epic Records , a division of Sony Music Entertainment 3:01 9-Jan-15",None,None,"Pop , Music , Pop/Rock , Dance , Rock , Teen Pop",$ 1.29,None,None,None
145,"Credit 2014 , 2015 Epic Records , a division of Sony Music Entertainment",Meghan Trainor,Title ( Deluxe ),"Pop , Music , Rock , Pop/Rock , Dance , Teen Pop",$ 1.29,None,2:51,9-Jan-15
146,"Credit Meghan Trainor Pop , Music , Rock , Pop/Rock , Dance , Teen Pop 2014 , 2015 Epic Records , a division of Sony Music Entertainment",None,Title ( Deluxe ),None,$ 1.29,None,2:51,9-Jan-15
147,"Credit Meghan Trainor Pop , Music , Rock , Pop/Rock , Dance , Teen Pop 2014 , 2015 Epic Records , a division of Sony Music Entertainment 9-Jan-15",None,Title ( Deluxe ),None,$ 1.29,None,2:51,None
148,"Credit Meghan Trainor Pop , Music , Rock , Pop/Rock , Dance , Teen Pop $ 1.29 2:51",None,Title ( Deluxe ),None,None,"2014 , 2015 Epic Records , a division of Sony Music Entertainment",None,9-Jan-15
149,"Credit Meghan Trainor Title ( Deluxe ) 2014 , 2015 Epic Records , a division of Sony Music Entertainment",None,None,"Pop , Music , Rock , Pop/Rock , Dance , Teen Pop",$ 1.29,None,2:51,9-Jan-15
150,"Lips Are Movin Title Pop , Music , Pop/Rock , Dance , Rock , Teen Pop $ 1.29 9-Jan-15",Meghan Trainor,None,None,None,"2014 , 2015 Epic Records , a division of Sony Music Entertainment",3:01,None
151,"Credit Meghan Trainor Pop , Music , Rock , Pop/Rock , Dance , Teen Pop $ 1.29 2014 , 2015 Epic Records , a division of Sony Music Entertainment 9-Jan-15",None,Title ( Deluxe ),None,None,None,2:51,None
152,"Credit Meghan Trainor Title ( Deluxe ) Pop , Music , Rock , Pop/Rock , Dance , Teen Pop $ 1.29 2014 , 2015 Epic Records , a division of Sony Music Entertainment 9-Jan-15",None,None,None,None,None,2:51,None
153,"Credit Meghan Trainor Pop , Music , Rock , Pop/Rock , Dance , Teen Pop 9-Jan-15",None,Title ( Deluxe ),None,$ 1.29,"2014 , 2015 Epic Records , a division of Sony Music Entertainment",2:51,None
154,"Credit Pop , Music , Rock , Pop/Rock , Dance , Teen Pop $ 1.29",Meghan Trainor,Title ( Deluxe ),None,None,"2014 , 2015 Epic Records , a division of Sony Music Entertainment",2:51,9-Jan-15
155,Dance Me If You Can $ 1.29,The Cheetah Girls,Disney Channel Playlist,"Children 's Music , Music",None,2009 Walt Disney Records,3:30,9-Jun-09
156,"New Classic Another Cinderella Story ( feat . Selena Gomez ) - EP Pop , Music , Soundtrack $ 1.99 2009 Razor and Tie",Selena Gomez,None,None,None,None,3:30,16-Jun-09
157,Music Feels Better ( Bonus Track ) Selena Gomez Stars Dance $ 1.29,None,None,"Pop , Music , Dance , House , Electronic , Rock , Teen Pop",None,"2013 Hollywood Records , Inc.",3:10,23-Jul-13
158,"Music Feels Better ( Bonus Track ) Stars Dance $ 1.29 2013 Hollywood Records , Inc. 23-Jul-13",Selena Gomez,None,"Pop , Music , Dance , House , Electronic , Rock , Teen Pop",None,None,3:10,None
159,"The Heart Wants What It Wants ( Official Video ) For You $ 1.99 2014 Hollywood Records , Inc.",Selena Gomez,None,"Pop , Music , Teen Pop , Dance , Rock",None,None,4:35,24-Nov-14
160,"Everything Is Not As It Seems ( Series Theme Song ) Wizards of Waverly Place ( Songs from and Inspired By the TV Series & Movie ) Soundtrack , Music , TV Soundtrack , Children 's Music 2009 Disney",Selena Gomez,None,None,$ 1.29,None,0:50,4-Aug-09
161,Shake It Up 15-Feb-11,Selena Gomez,Shake It Up - Single,"Pop , Music , Teen Pop , Soundtrack , Soundtrack",$ 1.29,2011 Walt Disney Records,3:00,None
162,Tell Me Something I Do n't Know Selena Gomez Tell Me Something I Do n't Know - Single 3:21 5-Aug-08,None,None,"Pop , Music",$ 1.29,2009 Razor and Tie,None,None
163,"Music Feels Better ( Bonus Track ) Selena Gomez Stars Dance Pop , Music , Dance , House , Electronic , Rock , Teen Pop $ 1.29 2013 Hollywood Records , Inc. 3:10 23-Jul-13",None,None,None,None,None,None,None
164,"Music Feels Better ( Bonus Track ) Stars Dance $ 1.29 2013 Hollywood Records , Inc. 3:10",Selena Gomez,None,"Pop , Music , Dance , House , Electronic , Rock , Teen Pop",None,None,None,23-Jul-13
165,"The Heart Wants What It Wants ( Official Video ) Selena Gomez For You Pop , Music , Teen Pop , Dance , Rock $ 1.99 2014 Hollywood Records , Inc.",None,None,None,None,None,4:35,24-Nov-14
166,"Music Feels Better ( Bonus Track ) Stars Dance 2013 Hollywood Records , Inc.",Selena Gomez,None,"Pop , Music , Dance , House , Electronic , Rock , Teen Pop",$ 1.29,None,3:10,23-Jul-13
167,End Credit Score Suite Joel McNeely 14-Oct-08,None,Tinker Bell - Songs from and Inspired By Disney Fairies,"Children 's Music , Music , Soundtrack",$ 1.29,2008 Walt Disney Records,7:18,None
168,"Rise Revival Pop , Music , Rock",Selena Gomez,None,None,Album Only,2015 Interscope Records,3:03,None
169,The Heart Wants What It Wants ( Official Video ) 4:35,Selena Gomez,For You,"Pop , Music , Teen Pop , Dance , Rock",$ 1.99,"2014 Hollywood Records , Inc.",None,24-Nov-14
170,"The Heart Wants What It Wants ( Official Video ) Pop , Music , Teen Pop , Dance , Rock 4:35 24-Nov-14",Selena Gomez,For You,None,$ 1.99,"2014 Hollywood Records , Inc.",None,None
171,Wrapped Up ( Live ) 2015 Walt Disney Records 3:01,Olly Murs,Radio Disney Music Awards,"Pop , Music",Album Only,None,None,21-Apr-15
172,"Everything Is Not As It Seems ( Series Theme Song ) Soundtrack , Music , TV Soundtrack , Children 's Music $ 1.29 2009 Disney 0:50",Selena Gomez,Wizards of Waverly Place ( Songs from and Inspired By the TV Series & Movie ),None,None,None,None,4-Aug-09
173,Fly to Your Heart Selena Gomez $ 1.29 2009 Walt Disney Records 3:13 22-Sep-09,None,Tinker Bell and the Lost Treasure ( Soundtrack from the Motion Picture ),"Children 's Music , Music",None,None,None,None
174,New Classic ( Acoustic Version ) $ 1.29 2:41,Selena Gomez & Drew Seeley,Another Cinderella Story ( Original Motion Picture Soundtrack ),"Soundtrack , Music , Pop",None,2008 Razor & Tie Direct,None,1-Jan-08
175,"New Classic ( Acoustic Version ) Soundtrack , Music , Pop $ 1.29 2008 Razor & Tie Direct 1-Jan-08",Selena Gomez & Drew Seeley,Another Cinderella Story ( Original Motion Picture Soundtrack ),None,None,None,2:41,None
176,"Shake It Up Shake It Up : Break It Down ( Deluxe Edition ) [ Soundtrack from the TV Series ] Soundtrack , Music 2011 Walt Disney Records 11:55 12-Jul-11",Rosero McCoy,None,None,Album Only,None,None,None
177,Music Feels Better ( Bonus Track ) $ 1.29 3:10 23-Jul-13,Selena Gomez,Stars Dance,"Pop , Music , Dance , House , Electronic , Rock , Teen Pop",None,"2013 Hollywood Records , Inc.",None,None
178,New Classic 3:30 16-Jun-09,Selena Gomez,Another Cinderella Story ( feat . Selena Gomez ) - EP,"Pop , Music , Soundtrack",$ 1.99,2009 Razor and Tie,None,None
179,"Everything Is Not As It Seems ( Series Theme Song ) Selena Gomez Soundtrack , Music , TV Soundtrack , Children 's Music $ 1.29 2009 Disney 4-Aug-09",None,Wizards of Waverly Place ( Songs from and Inspired By the TV Series & Movie ),None,None,None,0:50,None
180,"Magic Mirror Disney Fairies : Faith , Trust and Pixie Dust Soundtrack , Music , Children 's Music $ 1.29 2012 Walt Disney Records 16-Oct-12",Tiffany Thornton,None,None,None,None,3:36,None
181,"Music Feels Better ( Bonus Track ) Selena Gomez $ 1.29 2013 Hollywood Records , Inc. 3:10 23-Jul-13",None,Stars Dance,"Pop , Music , Dance , House , Electronic , Rock , Teen Pop",None,None,None,None
182,"Music Feels Better ( Bonus Track ) Selena Gomez $ 1.29 2013 Hollywood Records , Inc. 23-Jul-13",None,Stars Dance,"Pop , Music , Dance , House , Electronic , Rock , Teen Pop",None,None,3:10,None
183,"New Classic ( Acoustic Version ) Soundtrack , Music , Pop 2008 Razor & Tie Direct 2:41 1-Jan-08",Selena Gomez & Drew Seeley,Another Cinderella Story ( Original Motion Picture Soundtrack ),None,$ 1.29,None,None,None
184,"New Classic ( Acoustic Version ) Selena Gomez & Drew Seeley Soundtrack , Music , Pop 2008 Razor & Tie Direct 2:41",None,Another Cinderella Story ( Original Motion Picture Soundtrack ),None,$ 1.29,None,None,1-Jan-08
185,"Come & Get It ( Dave Aud ' © Club Remix ) Selena Gomez $ 1.29 2013 Hollywood Records , Inc. 6:11",None,Come & Get It Remixes,"Dance , Music , Electronic , Rock",None,None,None,28-May-13
186,"Music Feels Better ( Bonus Track ) Selena Gomez Pop , Music , Dance , House , Electronic , Rock , Teen Pop 2013 Hollywood Records , Inc. 23-Jul-13",None,Stars Dance,None,$ 1.29,None,3:10,None
187,"Music Feels Better ( Bonus Track ) Selena Gomez 2013 Hollywood Records , Inc. 3:10 23-Jul-13",None,Stars Dance,"Pop , Music , Dance , House , Electronic , Rock , Teen Pop",$ 1.29,None,None,None
188,"The Heart Wants What It Wants ( Official Video ) Selena Gomez Pop , Music , Teen Pop , Dance , Rock $ 1.99 4:35 24-Nov-14",None,For You,None,None,"2014 Hollywood Records , Inc.",None,None
189,"Come & Get It ( Dave Aud ' © Club Remix ) Come & Get It Remixes Dance , Music , Electronic , Rock $ 1.29 2013 Hollywood Records , Inc.",Selena Gomez,None,None,None,None,6:11,28-May-13
190,Good for You ( feat . A$ AP Rocky ) [ KASBO Remix ] $ 1.29 3:41,Selena Gomez,Good for You ( feat . A$ AP Rocky ) [ Remixes ] - Single,"Pop , Music",None,2015 Interscope Records,None,4-Sep-15
191,"With Love Hilary Duff Children 's Music , Music $ 1.29 2008 Walt Disney Records/Hollywood Records , Inc.",None,Disney Girlz Rock 2,None,None,None,3:01,9-Sep-08
192,Dance Me If You Can Disney Channel Playlist 2009 Walt Disney Records 9-Jun-09,The Cheetah Girls,None,"Children 's Music , Music",$ 1.29,None,3:30,None
193,"New Classic Pop , Music , Soundtrack 16-Jun-09",Selena Gomez,Another Cinderella Story ( feat . Selena Gomez ) - EP,None,$ 1.99,2009 Razor and Tie,3:30,None
194,Everything Is Not As It Seems ( Series Theme Song ) Selena Gomez $ 1.29 0:50 4-Aug-09,None,Wizards of Waverly Place ( Songs from and Inspired By the TV Series & Movie ),"Soundtrack , Music , TV Soundtrack , Children 's Music",None,2009 Disney,None,None
195,"New Classic ( Acoustic Version ) Selena Gomez & Drew Seeley Soundtrack , Music , Pop 2008 Razor & Tie Direct 2:41",None,Another Cinderella Story ( Original Motion Picture Soundtrack ),None,$ 1.29,None,None,1-Jan-08
196,"Hakuna Matata Debby Ryan Disneymania 7 Children 's Music , Music 2010 Walt Disney Records 3:20 9-Mar-10",None,None,None,$ 1.29,None,None,None
197,"So Far Away ( with Haley ) Kaskade & Seamus Haji Ultra Weekend 6 Dance , Music , Electronic 25-May-10",None,None,None,$ 1.29,"2010 Ultra Records , Inc.",6:48,None
198,Bling Bling Windy Wagner Shake It Up : Break It Down ( Soundtrack from the TV Series ) $ 1.29 2011 Walt Disney Records 2:36 12-Jul-11,None,None,"Soundtrack , Music",None,None,None,None
199,We 're Dancing ( Alex Ghenea 3.0 Remix ) Shake It Up ( I < 3 Dance ) [ Music from the TV Series ] 3:21,Bridgit Mendler,None,"Soundtrack , Music , Soundtrack , Pop",$ 1.29,2013 Walt Disney Records,None,5-Mar-13
200,"Come & Get It ( Dave Aud ' © Club Remix ) Selena Gomez Come & Get It Remixes $ 1.29 2013 Hollywood Records , Inc. 6:11",None,None,"Dance , Music , Electronic , Rock",None,None,None,28-May-13
201,Come & Get It ( Dave Aud ' © Club Remix ) 28-May-13,Selena Gomez,Come & Get It Remixes,"Dance , Music , Electronic , Rock",$ 1.29,"2013 Hollywood Records , Inc.",6:11,None
202,Come & Get It ( Dave Aud ' © Club Remix ) Selena Gomez Come & Get It Remixes $ 1.29,None,None,"Dance , Music , Electronic , Rock",None,"2013 Hollywood Records , Inc.",6:11,28-May-13
203,"Come & Get It ( Dave Aud ' © Club Remix ) Come & Get It Remixes Dance , Music , Electronic , Rock 6:11 28-May-13",Selena Gomez,None,None,$ 1.29,"2013 Hollywood Records , Inc.",None,None
204,"Slow Down ( Smash Mode Remix ) Slow Down ( Remixes ) Dance , Music , Reggae , Rock , Electronic $ 1.29 2013 Hollywood Records , Inc. 5:21 20-Aug-13",Selena Gomez,None,None,None,None,None,None
205,Slow Down ( Smash Mode Remix ) Selena Gomez $ 1.29,None,Slow Down ( Remixes ),"Dance , Music , Reggae , Rock , Electronic",None,"2013 Hollywood Records , Inc.",5:21,20-Aug-13
206,"Slow Down ( Smash Mode Remix ) Dance , Music , Reggae , Rock , Electronic $ 1.29 20-Aug-13",Selena Gomez,Slow Down ( Remixes ),None,None,"2013 Hollywood Records , Inc.",5:21,None
207,"Slow Down ( Smash Mode Remix ) Selena Gomez Slow Down ( Remixes ) Dance , Music , Reggae , Rock , Electronic 2013 Hollywood Records , Inc. 20-Aug-13",None,None,None,$ 1.29,None,5:21,None
208,"Slow Down ( Smash Mode Remix ) Selena Gomez Slow Down ( Remixes ) $ 1.29 2013 Hollywood Records , Inc. 5:21",None,None,"Dance , Music , Reggae , Rock , Electronic",None,None,None,20-Aug-13
209,Slow Down ( Sure Shot Rockers Reggae Dub Remix ) Slow Down ( Reggae Remixes ) - Single $ 1.29 3:15,Selena Gomez,None,"Reggae , Music , Electronic , Dance , Rock",None,"2013 Hollywood Records , Inc.",None,20-Aug-13
210,Slow Down ( Sure Shot Rockers Reggae Dub Remix ) Slow Down ( Reggae Remixes ) - Single $ 1.29 3:15,Selena Gomez,None,"Reggae , Music , Electronic , Dance , Rock",None,"2013 Hollywood Records , Inc.",None,20-Aug-13
211,"Slow Down ( Sure Shot Rockers Reggae Dub Remix ) Slow Down ( Reggae Remixes ) - Single $ 1.29 2013 Hollywood Records , Inc. 3:15 20-Aug-13",Selena Gomez,None,"Reggae , Music , Electronic , Dance , Rock",None,None,None,None
212,"Finale Disney Classics Soundtrack , Music 12-Nov-13",Bruce Healey & Barnette Ricci,None,None,$ 1.29,2013 Walt Disney Records,3:30,None
213,"Music Feels Better ( Bonus Track ) Selena Gomez 2013 Hollywood Records , Inc. 3:10 23-Jul-13",None,Stars Dance,"Pop , Music , Dance , House , Electronic , Rock , Teen Pop",$ 1.29,None,None,None
214,"Good for You ( feat . A$ AP Rocky ) [ KASBO Remix ] Selena Gomez Pop , Music $ 1.29 2015 Interscope Records 3:41",None,Good for You ( feat . A$ AP Rocky ) [ Remixes ] - Single,None,None,None,None,4-Sep-15
215,"Good for You ( feat . A$ AP Rocky ) [ KASBO Remix ] Selena Gomez Good for You ( feat . A$ AP Rocky ) [ Remixes ] - Single Pop , Music $ 1.29",None,None,None,None,2015 Interscope Records,3:41,4-Sep-15
216,"Music Feels Better ( Bonus Track ) Selena Gomez $ 1.29 2013 Hollywood Records , Inc.",None,Stars Dance,"Pop , Music , Dance , House , Electronic , Rock , Teen Pop",None,None,3:10,23-Jul-13
217,"Music Feels Better ( Bonus Track ) Stars Dance Pop , Music , Dance , House , Electronic , Rock , Teen Pop $ 1.29 2013 Hollywood Records , Inc. 3:10",Selena Gomez,None,None,None,None,None,23-Jul-13
218,Rise Revival 2015 Interscope Records,Selena Gomez,None,"Pop , Music , Rock",Album Only,None,3:03,None
