id,title,authors,venue,year
330,data management challenges in crm sigmod conference 2003,g colliat,None,None
331,new tpc benchmarks for decision support and web commerce,"m pіss , c floyd",sigmod record,2000.0
332,"integration of electronic tickets and personal guide system for public transport using mobile terminals k goto , y kambayashi sigmod conference 2003",None,None,None
333,constraint databases : a tutorial introduction sigmod record,j bussche,None,2000.0
334,"multi-dimensional clustering : a new data layout scheme in db2 s padmanabhan , b bhattacharjee , t malkemus , l cranston , m huras sigmod conference 2003",None,None,None
335,"generating spatiotemporal datasets on the www y theodoridis , m nascimento 2000",None,sigmod record,None
336,theory of answering queries using views a halevy sigmod record 2000,None,None,None
337,"using sets of feature vectors for similarity search on voxelized cad objects h kriegel , s brecheisen , p krіger , m pfeifle , m schubert 2003",None,sigmod conference,None
338,"object database evolution using separation of concerns a rashid , p sawyer 2000",None,sigmod record,None
339,a framework for change diagnosis of data streams sigmod conference,c aggarwal,None,2003.0
340,on relational support for xml publishing : beyond sorting and tagging,"s chaudhuri , r kaushik , j naughton",sigmod conference,2003.0
341,moving up the food chain : supporting e-commerce applications on databases sigmod record 2000,a jhingran,None,None
342,reminiscences on influential papers,None,None,2000.0
343,"qcluster : relevance feedback using adaptive clustering for content-based image retrieval d kim , c chung sigmod conference",None,None,2003.0
344,oracle xml db repository sigmod conference,v krishnamurthy,None,2003.0
345,vldb workshop on technologies in e-services ( tes ),None,None,2000.0
346,sigmod program review 2000,None,None,None
347,oracle rac : architecture and performance sigmod conference,a pruscino,None,2003.0
348,the future of web services - i a bosworth sigmod conference,None,None,2003.0
349,"using quantitative information for efficient association rule generation b pєssas , w jr. , m carvalho , r resende sigmod record 2000",None,None,None
350,the future of web services - ii f cabrera 2003,None,sigmod conference,None
351,"research and practice in federated information systems , report of the efis ' 2000 international workshop",None,None,2000.0
352,"processing set expressions over continuous update streams s ganguly , m garofalakis , r rastogi sigmod conference",None,None,2003.0
353,editor 's notes sigmod record,m franklin,None,2000.0
354,"cache invalidation scheme for mobile computing systems with real-time data j yuen , e chan , k lam , h leung 2000",None,sigmod record,None
355,"robust and efficient fuzzy match for online data cleaning s chaudhuri , k ganjam , v ganti , r motwani sigmod conference 2003",None,None,None
356,mapping data in peer-to-peer systems : semantics and algorithmic issues,"a kementsietsidis , m arenas , r miller",sigmod conference,2003.0
357,"a vision of management of complex models p bernstein , a halevy , r pottinger",None,sigmod record,2000.0
358,scientific data repositories : designing for a moving target sigmod conference 2003,"e stolte , c praun , g alonso , t gross",None,None
359,chair 's message 2000,None,None,None
360,"stream processing of xpath queries with predicates a gupta , d suciu sigmod conference 2003",None,None,None
361,xml and information retrieval : a sigir 2000 workshop,None,None,2001.0
362,report on the fourth international conference on flexible query answering systems,None,None,2001.0
363,xpath queries on streaming data 2003,"f peng , s chawathe",sigmod conference,None
364,location-based spatial queries sigmod conference 2003,"j zhang , m zhu , d papadias , y tao , d lee",None,None
365,"sql and management of external data j melton , j michels , v josifovski , k kulkarni , p schwarz , k zeidenstein 2001",None,sigmod record,None
366,the clio project : managing heterogeneity sigmod record,"r miller , m hernсndez , l haas , l yan , c ho , r fagin , l popa",None,2001.0
367,the design of an acquisitional query processor for sensor networks 2003,"s madden , m franklin , j hellerstein , w hong",sigmod conference,None
368,xpress : a queriable compression for xml data sigmod conference 2003,"j min , m park , c chung",None,None
369,"quality of service in multimedia digital libraries e bertino , a elmagarmid , m hacid",None,sigmod record,2001.0
370,d ( k ) - index : an adaptive structural summary for graph-structured data,"c qun , a lim , k ong",sigmod conference,2003.0
371,"towards knowledge-based digital libraries l feng , m jeusfeld , j hoppenbrouwers",None,sigmod record,2001.0
372,"temporal coalescing with now , granularity , and incomplete information c dyreson 2003",None,sigmod conference,None
373,reminiscences on influential papers 2001,None,None,None
374,report on xewa-00 : the xml enabled wide-area searches for bioinformatics workshop,None,None,2001.0
375,"warping indexes with envelope transforms for query by humming y zhu , d shasha sigmod conference 2003",None,None,None
376,chair 's message,None,None,2001.0
377,"rondo : a programming platform for generic model management s melnik , e rahm , p bernstein sigmod conference 2003",None,None,None
378,"on schema matching with opaque column names and data values j kang , j naughton 2003",None,sigmod conference,None
379,re-designing distance functions and distance-based applications for high dimensional data,c aggarwal,sigmod record,2001.0
380,statistical schema matching across web query interfaces 2003,"b he , k chang",sigmod conference,None
381,"querying multi-dimensional data indexed using the hilbert space-filling curve j lawder , p king sigmod record",None,None,2001.0
382,"spectral bloom filters s cohen , y matias 2003",None,sigmod conference,None
383,"infosphere project : system support for information flow applications c pu , k schwan , j walpole 2001",None,sigmod record,None
384,the asilomar report on database research,"p bernstein , m brodie , s ceri , d dewitt , m franklin , h garcia-molina , j gray , g held , j hellerstein , h jagadish , m lesk , d maier , j naughton , h pirahesh , m stonebraker , j ullman",sigmod record,1998.0
385,"a scalable hash ripple join algorithm g luo , c ellmann , p haas , j naughton sigmod conference",None,None,2002.0
386,"executing sql over encrypted data in the database-service-provider model h hacigќmќs , b iyer , c li , s mehrotra sigmod conference",None,None,2002.0
387,"electronic market : the roadmap for university libraries and members to survive in the information jungle m christoffel , s pulkowski , b schmitt , p lockemann sigmod record 1998",None,None,None
388,"covering indexes for branching path queries r kaushik , p bohannon , j naughton , h korth 2002",None,sigmod conference,None
389,xml and electronic commerce : enabling the network economy,"b meltzer , r glushko",sigmod record,1998.0
390,apex : an adaptive path index for xml data sigmod conference 2002,"c chung , j min , k shim",None,None
391,component-based e-commerce : assesment of current practices and future directions sigmod record 1998,"m bichler , a segev , j zhao",None,None
392,accelerating xpath location steps t grust 2002,None,sigmod conference,None
393,editor 's notes,m franklin,sigmod record,1998.0
394,"efficient evaluation of queries in a mediator for websources v zadorozhny , l raschid , m vidal , t urhan , l bright sigmod conference",None,None,2002.0
395,"sqlj part 0 , now known as sql/olb ( object-language bindings ) a eisenberg , j melton",None,sigmod record,1998.0
396,the middleware muddle d ritter sigmod record,None,None,1998.0
397,"best-effort cache synchronization with source cooperation c olston , j widom sigmod conference",None,None,2002.0
398,reminiscences on influential papers,None,None,1998.0
399,"continuously adaptive continuous queries over streams s madden , m shah , j hellerstein , v raman",None,sigmod conference,2002.0
400,"an adaptive peer-to-peer network for distributed caching of olap results p kalnis , w ng , b ooi , d papadias , k tan sigmod conference",None,None,2002.0
401,"design and implementation of rmp - a virtual electronic market place s boll , w klas , b battaglin sigmod record",None,None,1998.0
402,"a componentized architecture for dynamic electronic markets b reich , i ben-shaul sigmod record 1998",None,None,None
403,"efficient integration and aggregation of historical information m riedewald , d agrawal , a abbadi 2002",None,sigmod conference,None
404,"archiving scientific data p buneman , s khanna , k tajima , w tan sigmod conference 2002",None,None,None
405,adept : an agent-based approach to business process management sigmod record,"n jennings , t norman , p faratin",None,1998.0
406,xquery : a query language for xml,None,None,2003.0
407,a workflow-based electronic marketplace on the web sigmod record,"a dogac , i durusoy , s arpinar , n tatbul , p koksal , i cingil , n dimililer",None,1998.0
408,guest editor 's introduction,None,None,1998.0
409,"the lowell report j gray , h schek , m stonebraker , j ullman sigmod conference 2003",None,None,None
